path,size_bytes,sha256
data/derived/validated_vcfs_FD_sets.csv,17318304,611b5093052a7b2e9b4388781ac93e97704265b04da1d96f0cdf711169f299a7
data/derived/validated_vcfs_IL_files.csv,741,331f978a775f0ccd95747915b22a9488c8907a465338309e92231e499390fc2b
data/derived/validated_vcfs_IL_sets.csv,13309216,5160aef61d64731af6d9162bf1a1c4589898fc2c86ecf340c2859fb29e21a2a5
data/derived/validated_vcfs_LL_files.csv,741,91dcdab504f3c6de0017870124d5b7ab2bdefe6de7a86f8b0eb4dabcb14d0ad8
data/derived/validated_vcfs_LL_sets.csv,10975750,0ba5a25ea0d1625eb0e7a0743a4c9429ec2e254e21148c0128e550b413550bca
data/derived/validated_vcfs_NC_files.csv,741,4e69c4896d51ac0b13caf5180d14387f725aff2050b9517a85f61a2f7aea6f91
data/derived/validated_vcfs_NC_sets.csv,8692597,479daec6270a9a59d307f7997b823cc59bafe3745f2da51332f7c4adb0312a3e
data/derived/vcf_filenames.csv,59020,9b42e0b4ac760e4c84e6100bfdb85462d4bf23b1a720732349887b83d2ff7715
data/derived/vcf_filenames_indels.csv,39002,df4f62a9509679a4b1799974e799bd8364dc0a1614f711e258f3aa8475429969
data/derived/vcfcomparison_df.csv,12990,7f87ac654fc2cd1a4acc7372e188431e4d7e14f5daba070553771713fdefdd06
data/derived/vcfcomparison_df_full.csv,104641,1be283589131d1431a6299ffa304c98b259b14031f5dd75d33eb01b36caf9f18
data/derived/vcfcomparison_df_midi.csv,15995,57e085edfdb0c613e18355625ceaca01a29982505d51951b41f919ab1b1e8a7b
data/derived/vcfcomparison_full_indels.csv,49845,fb8e856166178af20f96efb512a8a8a64a23a661c2993464631b02944f0dd109
data/derived/vcfcomparison_indels.csv,6977,47c4c5be8076aafa7bd3e151eeaae61cd3047c87da95a2134335d694971bf05a
data/reference/Census_all.csv,178747,6309c47ef499085ef5770e5355b48ad4905883163161f5319ed619db7b91cd86
data/reference/Census_allSat May  4 12_31_16 2024.csv,178747,6309c47ef499085ef5770e5355b48ad4905883163161f5319ed619db7b91cd86
data/reference/TestCases.csv,136031,f9bd3fe76ba3540e5b2753c0e6ba9e1baba5903f6c9b9429042fb0cc880dc912
data/reference/TestCases_Indels.csv,50165,e6d3be24cfa19788b39743fb4e9f33c5651f074cb6e054481865c6c6991ef670
data/reference/giab_regions/.gitattributes,42,30fc1cf90c5b9dbd53750124bad4baf2bb3661f8489499f5113d0de71b3b95aa
data/reference/giab_regions/GRCh38_alldifficultregions.bed,115726164,dbfa1ae6f7fbb31247dd75618c635d454958591ac646c7aff24b74c9cb31be69
data/reference/giab_regions/GRCh38_alllowmapandsegdupregions.bed,12635512,59f3555e96c1cb39a323f2e2110e94137771df6b85bac65b9d569b343da866a0
data/reference/giab_regions/GRCh38_notinalldifficultregions.bed,115714063,6bff7480fa7fa3b6da479458c728a2c0c73461d104ebb946a962a7e7acf061ed
data/reference/giab_regions/GRCh38_notinalllowmapandsegdupregions.bed,12625691,cc0ff18badb611ca0d9e5b1e015a9e8780304e3cf1dc5225beebb239c4dffd45
data/reference/giab_regions/GRCh38_notinsegdups.bed,181892,4fdf8568f5214118df1a2de50f29d2a13b7b8ea3e2eaad106123fb449f72aa59
data/reference/giab_regions/GRCh38_segdups.bed,176737,6b7adb03f2e0e877e59a2f4174a05202cd79a2b5de10b1afe8792b98d9345608
data/reference/sorted_exome_hc.bed.gz,4136834,95cf450236644aba049c869bcbe9295cf835f8f032af28996bdcb94883ec211d
data/reference/stratification/GRCh38_alldifficultregions.bed.gz,33146915,4699383376fc1684fbf91bb4a1e6ce53dfebe01525e5c6e9c81bdc98ee972877
data/reference/stratification/GRCh38_alllowmapandsegdupregions.bed.gz,3814471,918e848a7ed62ac790ab42ff7ccee0f34462af0f9be70336e13082a3c3ed8541
data/reference/stratification/GRCh38_notinalldifficultregions.bed.gz,34317398,989b84412049b84a7ba05e31514654b711a2c2e7147c369993e422a5cdc27f42
data/reference/stratification/GRCh38_notinalllowmapandsegdupregions.bed.gz,3951736,b76e620d2304ff9860d4f89e8341132e6fd1bade81dae78ab16d32637deb51e4
data/reference/stratification/GRCh38_notinsegdups.bed.gz,72304,a248ce866e4defce5cc4cf740adddafd9d73babcb2dd7c58a6c1163942d4fcae
data/reference/stratification/GRCh38_segdups.bed.gz,68994,4fd0f23eea9b361fb89f0dfcc765ce5eb37b79b396fa6e2e0a3daf467bcc072f
data/reference/validated_vcfs/EA/bowtie/mutect/WES_EA_1.bowtie.muTect2.vcf,6756464,97a122f6eaf364d1ea399ddb8ac380467a3785f31597b2defc50e646314270cd
data/reference/validated_vcfs/EA/bowtie/somaticSniper/WES_EA_1.bowtie.somaticSniper.vcf,687900,8a2575fa5d5bee069905b28cc5945055fdbea2e6386df22d2ba15d66ddf853c7
data/reference/validated_vcfs/EA/bowtie/strelka/WES_EA_1.bowtie.strelka.vcf,17687350,e5be66c1aa6bcd664302c648350b7e39e89bf90f26f7bf0c4d4f8bcd164cb315
data/reference/validated_vcfs/EA/bwa/mutect/WES_EA_1.bwa.muTect2.vcf,2894536,55a4ed13541f88107ae18b52fce140722b898747df8b2ea11fee4323b170de76
data/reference/validated_vcfs/EA/bwa/somaticSniper/WES_EA_1.bwa.somaticSniper.vcf,664850,e9314f23717b9efc8bcc1567cde7e9d2d512b5e798a9f26040bf248d1c414c5e
data/reference/validated_vcfs/EA/bwa/strelka/WES_EA_1.bwa.strelka.vcf,24328142,4e363e8d2330cb90ff19fc51b8075cf735e559d0fb768e27d24df36b6084205e
data/reference/validated_vcfs/EA/novo/mutect/WES_EA_1.novo.muTect2.vcf,2967999,e309dc9787fe4fb006cca4b0f3a6de1bb38d10f488a5c6432807c9acfac9081e
data/reference/validated_vcfs/EA/novo/somaticSniper/WES_EA_1.novo.somaticSniper.vcf,613283,467d5efd1ff6202b563c79e6d36370b40cd2dcf42e60a66c070056de7f08ce7c
data/reference/validated_vcfs/EA/novo/strelka/WES_EA_1.novo.strelka.vcf,21966408,8090bf0595bfb952153c1f92f6714ed9a004febdcdad6a707f2b6b2420bacbd6
data/reference/validated_vcfs/FD/bowtie/mutect/WES_FD_1.bowtie.muTect2.vcf,2948241,3c94f2c02f4101eb5bcfde0ec4717d8fd3235ed53038de21bd66fb83aaacf820
data/reference/validated_vcfs/FD/bowtie/somaticSniper/WES_FD_1.bowtie.somaticSniper.vcf,601464,bf41f3dc9df0c27837293d0b9abd87c7e5cb743c15ee1571c64fa983832cdb00
data/reference/validated_vcfs/FD/bowtie/strelka/WES_FD_1.bowtie.strelka.vcf,33069365,cd3d9397d19b4d38850fc0be779282b1424102489060924a2891428f919987b9
data/reference/validated_vcfs/FD/bwa/mutect/WES_FD_1.bwa.muTect2.vcf,1933418,180714176e78ede8b3be4af7a676e77273d388f1c9ea75b52d31589610dd052e
data/reference/validated_vcfs/FD/bwa/somaticSniper/WES_FD_1.bwa.somaticSniper.vcf,636632,88e4b29480a15e396f57994a8f60219b5ddc4b44e9b9fb1c09bf5c4088af2574
data/reference/validated_vcfs/FD/bwa/strelka/WES_FD_1.bwa.strelka.vcf,46368922,c20dd4e898e46b35dded8894ccfdf5f52f99189dd294ebf0e6b33b5cbc0db7c8
data/reference/validated_vcfs/FD/novo/mutect/WES_FD_1.novo.muTect2.vcf,2003925,6ec973b3c31391be3354d234f66b36319b4c81d19fc29f1c5a5ac288f554da36
data/reference/validated_vcfs/FD/novo/somaticSniper/WES_FD_1.novo.somaticSniper.vcf,611355,259a36c3cd84ad227e2b32e2244b8efc2b5284a022d78456bdb173092d4aed32
data/reference/validated_vcfs/FD/novo/strelka/WES_FD_1.novo.strelka.vcf,42644545,7fca8094613acbb0d8baed12911115826f643ff16a2c65d6a3b471a52afd355c
data/reference/validated_vcfs/IL/bowtie/mutect/WES_IL_1.bowtie.muTect2.vcf,7222866,1f8d0e5f3475eed1e684c36efa664bfae2334236ebba45ce8978b9242d03247c
data/reference/validated_vcfs/IL/bowtie/somaticSniper/WES_IL_1.bowtie.somaticSniper.vcf,739628,38460629086244d2ec7cd2588fda4c62c7a3575cacf2f36b5dc11db7256e18b1
data/reference/validated_vcfs/IL/bowtie/strelka/WES_IL_1.bowtie.strelka.vcf,22565667,e44992d4a38d1626926d78fb8c8a229145b62a0693d92085061025ac7a5a6ded
data/reference/validated_vcfs/IL/bwa/mutect/WES_IL_1.bwa.muTect2.vcf,5124188,0076e0521138de4862491ed8108d6cb425058904108b52b547fc8f27b42600b4
data/reference/validated_vcfs/IL/bwa/somaticSniper/WES_IL_1.bwa.somaticSniper.vcf,704418,e56a7ba7f1562715b8ba0e007bd49471911401a59f891e2b334f6100ed4a9a88
data/reference/validated_vcfs/IL/bwa/strelka/WES_IL_1.bwa.strelka.vcf,31599683,1e6478a889b0c0f1c9ec9e34d91649be888e2e6b097eb82ddd8bdd31c5402c08
data/reference/validated_vcfs/IL/novo/mutect/WES_IL_1.novo.muTect2.vcf,5337317,8c28da77547f83da8b90ce2f4f1b1f07ae805b7cfc2a28f6470fd6946fd735c0
data/reference/validated_vcfs/IL/novo/somaticSniper/WES_IL_1.novo.somaticSniper.vcf,640554,45c08994b84758e297be745d71da0c32c076f715da0e888021fd8d18d6ab387d
data/reference/validated_vcfs/IL/novo/strelka/WES_IL_1.novo.strelka.vcf,28791511,f80157b0c7be47f09312967535954f133a446328699c843d440700d4c762a35d
data/reference/validated_vcfs/LL/bowtie/mutect/WES_LL_1.bowtie.muTect2.vcf,2356070,411d63da9da33d23addeeb23d010869e4aa72329ec85a6d64ec9cfd0e2e074e0
data/reference/validated_vcfs/LL/bowtie/somaticSniper/WES_LL_1.bowtie.somaticSniper.vcf,573638,38b3bc12318adcea7396c0e4f25d3a461c491f7dd7feca450fd18e710fbbe7a0
data/reference/validated_vcfs/LL/bowtie/strelka/WES_LL_1.bowtie.strelka.vcf,21246384,206a1f7aa80f6dda75e91092abf85f4ba7e1ed7cba3d2bfbb5821b90c4be068c
data/reference/validated_vcfs/LL/bwa/mutect/WES_LL_1.bwa.muTect2.vcf,1755189,1a1b00c053e3f3912f2d01dfde7443e1648ac95b0d1b51a7062c192d29f932b4
data/reference/validated_vcfs/LL/bwa/somaticSniper/WES_LL_1.bwa.somaticSniper.vcf,613692,f53052e3e637c3ae85a5c762b999c42c3b2a6154cac919dcfec64722d0a94f58
data/reference/validated_vcfs/LL/bwa/strelka/WES_LL_1.bwa.strelka.vcf,28130449,715c8a1e4de826225a8bf281beee399aa0d059a022f0e5414dd8aa2067f9b102
data/reference/validated_vcfs/LL/novo/mutect/WES_LL_1.novo.muTect2.vcf,1803240,6b82d2350cdae93fe776abd3a69e442d201ff0ee7ab62cbe5ba15064e2c9b498
data/reference/validated_vcfs/LL/novo/somaticSniper/WES_LL_1.novo.somaticSniper.vcf,575473,db69fb30937e27c1683f0c1ff70d9711f887b6110cf8672458f0539bff565610
data/reference/validated_vcfs/LL/novo/strelka/WES_LL_1.novo.strelka.vcf,26136748,312e348eb55e66b49b24de64eca5116fd3234c9ece90cf2d43f96d11f16a68ec
data/reference/validated_vcfs/NC/bowtie/mutect/WES_NC_1.bowtie.muTect2.vcf,2667835,d47dccbb147e579ceaa0164ff5ed47770d9b21c77d96ce268ddfb06f6f0d8e9b
data/reference/validated_vcfs/NC/bowtie/somaticSniper/WES_NC_1.bowtie.somaticSniper.vcf,634736,536bbd6ecb34b2ff00c8242777092e65177d0aa3f67992975a646d948434756c
data/reference/validated_vcfs/NC/bowtie/strelka/WES_NC_1.bowtie.strelka.vcf,20117971,bb2bde33e82f13f896f45b00279dbe99f3060a4bda9e6b435170ffed8ab2371a
data/reference/validated_vcfs/NC/bwa/mutect/WES_NC_1.bwa.muTect2.vcf,1884332,a0d9b7a7298df19c8e49491cb1c330f8246856e2f721daf2392c6a28ecabfe11
data/reference/validated_vcfs/NC/bwa/somaticSniper/WES_NC_1.bwa.somaticSniper.vcf,619055,470f26c096bb3bbed7ca1b77ecfd058f67e9f4fb18adba615747d35583e3b561
data/reference/validated_vcfs/NC/bwa/strelka/WES_NC_1.bwa.strelka.vcf,25960575,efd44515f9a6a846a51c99efea557f7d1064209bf1f4416baa13fca72cbcd56d
data/reference/validated_vcfs/NC/novo/mutect/WES_NC_1.novo.muTect2.vcf,1482859,759adbbb7b0ac7b101a1512d93fe987152ac04f182a85cfbdefe31b65d57874d
data/reference/validated_vcfs/NC/novo/somaticSniper/WES_NC_1.novo.somaticSniper.vcf,574482,224cbc71ebd037ddc97752c12686a9bd06aa82a2cda12bc743bb42848fddc9f3
data/reference/validated_vcfs/NC/novo/strelka/WES_NC_1.novo.strelka.vcf,12091507,80921540fd29c009c90041b65d216ccfa54d72e6526755ca98377d575036a81a
data/reference/validated_vcfs/NV/bowtie/mutect/WES_NV_1.bowtie.muTect2.vcf,4064774,2422cb5ec5a54b45d4698134fde430cf22b645d7a6f3a930355de7f8143a0f53
data/reference/validated_vcfs/NV/bowtie/somaticSniper/WES_NV_1.bowtie.somaticSniper.vcf,774908,3abaaae1584b37de44d715346b7e489a54bf3e09167f1bf9ec67270ce27df946
data/reference/validated_vcfs/NV/bowtie/strelka/WES_NV_1.bowtie.strelka.vcf,13461877,178f2ba1114735160c37d11ad5b92cbd507b6c896042eb2cd3c3de8a9c0110c1
data/reference/validated_vcfs/NV/bwa/mutect/WES_NV_1.bwa.muTect2.vcf,3861609,d6e43ce2892c60af017cbcf681349eacc09d379b3e8f0f7bf4d7fe5fabc3376b
data/reference/validated_vcfs/NV/bwa/somaticSniper/WES_NV_1.bwa.somaticSniper.vcf,721506,cef60691184f00b9a31cae35e1a153be071ab77cbd2b7f86aea8113560863545
data/reference/validated_vcfs/NV/bwa/strelka/WES_NV_1.bwa.strelka.vcf,15980228,fc77e6023e63d3d1141fa5b79792e6a9f5a490fd28c83a2a09a51c5604bd977d
data/reference/validated_vcfs/NV/novo/mutect/WES_NV_1.novo.muTect2.vcf,4036201,f99a9fe1839ad0a1ca20f1a5f4c467854c715174cb8fddabc09cef63835c3a93
data/reference/validated_vcfs/NV/novo/somaticSniper/WES_NV_1.novo.somaticSniper.vcf,647311,7a622e3863e97bcc1535630d8ab1d1bffac41f798a190949cd22396a16fba9fc
data/reference/validated_vcfs/NV/novo/strelka/WES_NV_1.novo.strelka.vcf,15328238,f40b1d7b91449456c8025821aea8b34e9fbdcd7a0263ba0cb9f6856ccaadb9ca
data/truth/hc_bed_filtered.recode.vcf,1761839,32c2b0a776ac8fd8a0de7632d50a94135e345e8c31ee939c54e451baf04f667c
data/truth/hc_bed_filtered_INDELS.recode.vcf,82074,e8bde462054f862b2e2f7725ae98352beb875d3b7c54fd5ee6590d8fea8bee9d
