TestCase1,TestCase2,Inter/Union
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/d/410/ea/A,0.61
bo/st/no/no/d/368/ea/A,bo/st/no/no/m/622/fd/U,0.5
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/246/nc/U,0.48
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/848/il/A,0.64
bo/st/no/no/d/368/ea/A,bw/mu/yes/yes/d/841/il/A,0.62
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/m/270/nc/U,0.53
bo/st/no/no/d/368/ea/A,bo/mu/no/no/d/614/fd/U,0.44
bo/st/no/no/d/368/ea/A,bo/mu/no/no/d/846/il/A,0.63
bo/st/no/no/d/368/ea/A,bw/mu/no/no/d/613/fd/U,0.45
bo/st/no/no/d/368/ea/A,bw/st/no/yes/m/214/ea/U,0.54
bo/st/no/no/d/368/ea/A,bo/st/no/no/m/670/fd/A,0.5
bo/st/no/no/d/368/ea/A,bw/mu/no/no/d/442/ea/U,0.58
bo/st/no/no/d/368/ea/A,bw/st/no/no/d/489/ll/U,0.35
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/m/825/il/A,0.5
bo/st/no/no/d/368/ea/A,bw/st/no/yes/m/213/ll/U,0.39
bo/st/no/no/d/368/ea/A,bo/mu/no/no/m/822/il/A,0.63
bo/st/no/no/d/368/ea/A,bo/so/yes/no/m/648/fd/A,0.25
bo/st/no/no/d/368/ea/A,bo/st/no/no/m/225/ll/U,0.51
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/d/473/ll/A,0.61
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/641/fd/A,0.24
bo/st/no/no/d/368/ea/A,bo/so/no/no/d/814/il/U,0.38
bo/st/no/no/d/368/ea/A,bw/mu/yes/yes/m/2/ea/A,0.58
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/480/nc/U,0.61
bo/st/no/no/d/368/ea/A,bo/st/yes/no/m/646/fd/A,0.51
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/d/474/nc/U,0.61
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/222/nc/U,0.67
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/d/813/il/U,0.58
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/d/847/il/A,0.63
bo/st/no/no/d/368/ea/A,bw/so/no/no/m/249/ll/U,0.27
bo/st/no/no/d/368/ea/A,bo/so/yes/no/m/282/nc/U,0.5
bo/st/no/no/d/368/ea/A,bo/so/no/yes/m/612/fd/U,0.04
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/276/nc/U,0.33
bo/st/no/no/d/368/ea/A,bo/so/no/yes/m/840/il/A,0.4
bo/st/no/no/d/368/ea/A,bw/st/no/no/d/615/fd/U,0.25
bo/st/no/no/d/368/ea/A,bo/so/no/yes/m/285/ll/U,0.08
bo/st/no/no/d/368/ea/A,bw/so/no/no/m/623/fd/U,0.25
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/d/849/il/A,0.5
bo/st/no/no/d/368/ea/A,bo/st/no/yes/m/240/nc/U,0.68
bo/st/no/no/d/368/ea/A,bo/so/no/no/d/416/ea/A,0.38
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/624/fd/U,0.04
bo/st/no/no/d/368/ea/A,bw/so/yes/no/m/835/il/A,0.47
bo/st/no/no/d/368/ea/A,bo/so/no/yes/m/660/fd/A,0.04
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/204/nc/U,0.42
bo/st/no/no/d/368/ea/A,bo/st/no/yes/m/658/fd/A,0.55
bo/st/no/no/d/368/ea/A,bo/st/no/yes/m/832/il/A,0.72
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/203/ll/A,0.35
bo/st/no/no/d/368/ea/A,bw/mu/no/no/m/667/fd/A,0.45
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/d/455/ll/A,0.58
bo/st/no/no/d/368/ea/A,bw/st/no/yes/d/804/il/U,0.52
bo/st/no/no/d/368/ea/A,bw/st/yes/no/d/497/ll/A,0.35
bo/st/no/no/d/368/ea/A,bw/st/no/yes/d/651/fd/A,0.35
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/669/fd/A,0.25
bo/st/no/no/d/368/ea/A,bw/st/yes/no/d/803/il/U,0.34
bo/st/no/no/d/368/ea/A,bo/st/yes/no/m/232/ea/U,0.87
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/m/656/fd/A,0.52
bo/st/no/no/d/368/ea/A,bw/st/no/no/d/490/ea/U,0.44
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/602/fd/U,0.52
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/d/857/il/A,0.49
bo/st/no/no/d/368/ea/A,bw/mu/yes/yes/d/437/ll/A,0.61
bo/st/no/no/d/368/ea/A,bw/so/no/yes/d/605/fd/U,0.33
bo/st/no/no/d/368/ea/A,bw/so/no/yes/m/261/ll/U,0.32
bo/st/no/no/d/368/ea/A,bw/st/no/no/d/850/il/A,0.35
bo/st/no/no/d/368/ea/A,bw/so/yes/no/m/257/ll/A,0.26
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/859/il/A,0.47
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/m/633/fd/A,0.35
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/m/268/ea/U,0.61
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/634/fd/A,0.56
bo/st/no/no/d/368/ea/A,bw/so/no/no/m/250/ea/U,0.54
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/d/861/il/A,0.58
bo/st/no/no/d/368/ea/A,bo/mu/no/no/m/668/fd/A,0.44
bo/st/no/no/d/368/ea/A,bw/st/no/no/d/802/il/U,0.35
bo/st/no/no/d/368/ea/A,bw/st/no/no/d/491/ll/A,0.35
bo/st/no/no/d/368/ea/A,bo/st/yes/no/m/233/ll/A,0.5
bo/st/no/no/d/368/ea/A,bw/st/no/yes/m/657/fd/A,0.35
bo/st/no/no/d/368/ea/A,bo/mu/no/no/d/465/ll/U,0.55
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/d/805/il/U,0.71
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/d/462/nc/U,0.62
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/650/fd/A,0.52
bo/st/no/no/d/368/ea/A,bo/st/yes/no/m/234/nc/U,0.66
bo/st/no/no/d/368/ea/A,bw/st/yes/no/d/496/ea/U,0.42
bo/st/no/no/d/368/ea/A,bw/so/no/yes/m/659/fd/A,0.33
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/833/il/A,0.49
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/202/ea/U,0.44
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/d/454/ea/U,0.59
bo/st/no/no/d/368/ea/A,bo/so/no/no/d/666/fd/A,0.04
bo/st/no/no/d/368/ea/A,bw/st/yes/no/d/498/nc/U,0.41
bo/st/no/no/d/368/ea/A,bw/so/no/no/m/834/il/A,0.46
bo/st/no/no/d/368/ea/A,bw/mu/no/no/d/661/fd/A,0.45
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/d/453/ll/U,0.58
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/635/fd/A,0.33
bo/st/no/no/d/368/ea/A,bw/so/no/no/m/251/ll/A,0.27
bo/st/no/no/d/368/ea/A,bw/so/no/yes/d/860/il/A,0.5
bo/st/no/no/d/368/ea/A,bw/mu/yes/yes/d/438/nc/U,0.6
bo/st/no/no/d/368/ea/A,bw/so/no/no/d/858/il/A,0.46
bo/st/no/no/d/368/ea/A,bw/so/yes/no/m/256/ea/U,0.52
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/m/632/fd/A,0.59
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/m/269/ll/A,0.35
bo/st/no/no/d/368/ea/A,bo/st/no/yes/d/604/fd/U,0.55
bo/st/no/no/d/368/ea/A,bw/mu/yes/yes/d/436/ea/U,0.58
bo/st/no/no/d/368/ea/A,bw/st/yes/no/d/851/il/A,0.34
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/m/267/ll/U,0.35
bo/st/no/no/d/368/ea/A,bw/st/no/yes/d/603/fd/U,0.35
bo/st/no/no/d/368/ea/A,bo/st/no/yes/d/856/il/A,0.72
bo/st/no/no/d/368/ea/A,bw/so/yes/no/m/258/nc/U,0.47
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/m/588/fd/U,0.37
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/543/ll/U,0.26
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/771/il/U,0.61
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/785/il/U,0.49
bo/st/no/no/d/368/ea/A,bw/so/no/yes/d/749/nc/A,0.49
bo/st/no/no/d/368/ea/A,bo/st/no/no/m/782/il/U,0.71
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/m/776/il/U,0.64
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/544/ea/U,0.52
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/586/fd/U,0.56
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/m/740/nc/A,0.61
bo/st/no/no/d/368/ea/A,bw/so/no/yes/m/116/ea/A,0.54
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/778/il/U,0.35
bo/st/no/no/d/368/ea/A,bo/so/no/yes/d/575/ll/A,0.08
bo/st/no/no/d/368/ea/A,bw/st/no/yes/d/747/nc/A,0.47
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/d/581/fd/U,0.33
bo/st/no/no/d/368/ea/A,bo/st/yes/no/d/521/ll/A,0.5
bo/st/no/no/d/368/ea/A,bo/st/no/yes/d/526/ea/U,0.95
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/m/189/ll/U,0.58
bo/st/no/no/d/368/ea/A,bo/st/yes/no/d/519/ll/U,0.5
bo/st/no/no/d/368/ea/A,bo/mu/no/no/m/180/nc/U,0.61
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/m/174/nc/U,0.62
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/d/510/nc/U,0.67
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/d/722/nc/A,0.62
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/d/725/nc/A,0.48
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/m/173/ll/A,0.6
bo/st/no/no/d/368/ea/A,bo/st/no/yes/d/528/nc/U,0.68
bo/st/no/no/d/368/ea/A,bw/st/yes/no/m/779/il/U,0.34
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/d/580/fd/U,0.56
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/m/38/ea/A,0.63
bo/st/no/no/d/368/ea/A,bw/so/yes/no/m/110/ea/A,0.52
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/746/nc/A,0.61
bo/st/no/no/d/368/ea/A,bo/so/no/yes/d/574/ea/U,0.39
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/128/ea/A,0.38
bo/st/no/no/d/368/ea/A,bo/so/no/yes/d/573/ll/U,0.08
bo/st/no/no/d/368/ea/A,bw/st/yes/no/m/741/nc/A,0.41
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/587/fd/U,0.33
bo/st/no/no/d/368/ea/A,bo/st/no/yes/d/748/nc/A,0.68
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/545/ll/A,0.26
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/m/777/il/U,0.5
bo/st/no/no/d/368/ea/A,bo/st/yes/no/m/783/il/U,0.69
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/d/589/fd/U,0.48
bo/st/no/no/d/368/ea/A,bo/st/no/yes/m/784/il/U,0.72
bo/st/no/no/d/368/ea/A,bw/mu/no/no/m/770/il/U,0.61
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/d/314/ea/A,0.64
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/m/186/nc/U,0.61
bo/st/no/no/d/368/ea/A,bo/st/no/no/d/516/nc/U,0.66
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/d/724/nc/A,0.67
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/m/172/ea/U,0.64
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/d/723/nc/A,0.45
bo/st/no/no/d/368/ea/A,bw/st/yes/no/m/62/ea/A,0.42
bo/st/no/no/d/368/ea/A,bo/st/no/yes/d/527/ll/A,0.54
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/98/ea/A,0.52
bo/st/no/no/d/368/ea/A,bo/st/yes/no/d/520/ea/U,0.87
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/159/ll/U,0.6
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/m/192/nc/U,0.61
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/730/nc/A,0.67
bo/st/no/no/d/368/ea/A,bw/st/no/yes/d/502/ea/U,0.54
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/m/166/ea/U,0.59
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/398/ea/A,0.52
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/161/ll/A,0.6
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/737/nc/A,0.47
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/m/195/ll/U,0.38
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/m/168/nc/U,0.6
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/d/533/ll/A,0.31
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/739/nc/A,0.6
bo/st/no/no/d/368/ea/A,bw/mu/yes/yes/m/150/nc/U,0.6
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/d/362/ea/A,0.87
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/d/534/nc/U,0.48
bo/st/no/no/d/368/ea/A,bo/so/yes/no/d/594/fd/U,0.25
bo/st/no/no/d/368/ea/A,bw/so/no/no/m/104/ea/A,0.54
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/m/752/nc/A,0.61
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/d/799/il/U,0.63
bo/st/no/no/d/368/ea/A,bw/so/no/yes/m/755/nc/A,0.49
bo/st/no/no/d/368/ea/A,bo/so/yes/no/d/567/ll/U,0.28
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/593/fd/U,0.24
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/d/558/nc/U,0.53
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/14/ea/A,0.57
bo/st/no/no/d/368/ea/A,bw/mu/no/no/m/763/nc/A,0.6
bo/st/no/no/d/368/ea/A,bw/so/no/yes/d/551/ll/A,0.32
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/d/797/il/U,0.64
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/d/338/ea/A,0.51
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/790/il/U,0.38
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/d/556/ea/U,0.61
bo/st/no/no/d/368/ea/A,bo/mu/no/no/m/764/nc/A,0.61
bo/st/no/no/d/368/ea/A,bo/so/yes/no/d/569/ll/A,0.28
bo/st/no/no/d/368/ea/A,bo/so/yes/no/d/738/nc/A,0.5
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/d/532/ea/U,0.52
bo/st/no/no/d/368/ea/A,bw/mu/no/no/m/156/nc/U,0.6
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/160/ea/U,0.57
bo/st/no/no/d/368/ea/A,bo/st/yes/no/d/736/nc/A,0.66
bo/st/no/no/d/368/ea/A,bw/st/no/yes/d/504/nc/U,0.47
bo/st/no/no/d/368/ea/A,bw/st/no/yes/d/503/ll/A,0.39
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/731/nc/A,0.48
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/m/167/ll/A,0.58
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/765/nc/A,0.42
bo/st/no/no/d/368/ea/A,bo/so/yes/yes/d/557/ll/A,0.35
bo/st/no/no/d/368/ea/A,bo/so/yes/no/m/791/il/U,0.52
bo/st/no/no/d/368/ea/A,bo/so/yes/no/d/568/ea/U,0.57
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/d/796/il/U,0.62
bo/st/no/no/d/368/ea/A,bo/so/yes/no/m/134/ea/A,0.57
bo/st/no/no/d/368/ea/A,bw/so/no/yes/d/550/ea/U,0.54
bo/st/no/no/d/368/ea/A,bo/so/no/no/d/762/nc/A,0.33
bo/st/no/no/d/368/ea/A,bo/st/yes/no/d/592/fd/U,0.51
bo/st/no/no/d/368/ea/A,bo/st/no/yes/m/754/nc/A,0.68
bo/st/no/no/d/368/ea/A,bw/st/no/yes/m/753/nc/A,0.47
bo/st/no/no/d/368/ea/A,bo/so/no/no/d/561/ll/U,0.07
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/595/fd/U,0.48
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/d/308/ea/A,0.59
bo/st/no/no/d/368/ea/A,bo/mu/no/no/d/798/il/U,0.63
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/621/fd/U,0.25
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/245/ll/A,0.31
bo/st/no/no/d/368/ea/A,bw/mu/no/no/m/619/fd/U,0.45
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/d/626/fd/A,0.59
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/d/845/il/A,0.64
bo/st/no/no/d/368/ea/A,bo/so/yes/no/d/422/ea/A,0.57
bo/st/no/no/d/368/ea/A,bo/st/no/yes/m/610/fd/U,0.55
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/274/ea/U,0.38
bo/st/no/no/d/368/ea/A,bo/so/yes/no/m/280/ea/U,0.57
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/d/628/fd/A,0.56
bo/st/no/no/d/368/ea/A,bw/mu/no/no/d/842/il/A,0.61
bo/st/no/no/d/368/ea/A,bo/so/no/yes/m/287/ll/A,0.08
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/273/ll/U,0.07
bo/st/no/no/d/368/ea/A,bw/so/no/no/d/617/fd/U,0.25
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/d/485/ll/A,0.38
bo/st/no/no/d/368/ea/A,bo/st/no/no/m/227/ll/A,0.51
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/829/il/A,0.71
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/d/471/ll/U,0.61
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/643/fd/A,0.48
bo/st/no/no/d/368/ea/A,bo/so/no/yes/d/816/il/U,0.4
bo/st/no/no/d/368/ea/A,bo/mu/yes/no/m/644/fd/A,0.56
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/220/ea/U,0.87
bo/st/no/no/d/368/ea/A,bw/so/yes/no/d/811/il/U,0.47
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/d/449/ll/A,0.6
bo/st/no/no/d/368/ea/A,bw/mu/no/no/m/818/il/A,0.61
bo/st/no/no/d/368/ea/A,bw/st/no/yes/m/216/nc/U,0.47
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/672/fd/A,0.04
bo/st/no/no/d/368/ea/A,bw/st/yes/no/m/827/il/A,0.34
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/d/447/ll/U,0.6
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/m/820/il/A,0.62
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/478/ea/U,0.64
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/d/629/fd/A,0.33
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/d/843/il/A,0.61
bo/st/no/no/d/368/ea/A,bo/st/no/no/d/616/fd/U,0.5
bo/st/no/no/d/368/ea/A,bo/so/no/yes/m/286/ea/U,0.39
bo/st/no/no/d/368/ea/A,bw/mu/no/yes/d/844/il/A,0.62
bo/st/no/no/d/368/ea/A,bo/so/yes/no/m/281/ll/A,0.28
bo/st/no/no/d/368/ea/A,bw/so/no/yes/m/611/fd/U,0.33
bo/st/no/no/d/368/ea/A,bo/so/no/no/m/275/ll/A,0.07
bo/st/no/no/d/368/ea/A,bo/so/no/yes/m/288/nc/U,0.34
bo/st/no/no/d/368/ea/A,bo/so/no/no/d/618/fd/U,0.04
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/243/ll/U,0.31
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/d/627/fd/A,0.35
bo/st/no/no/d/368/ea/A,bo/mu/no/no/m/620/fd/U,0.44
bo/st/no/no/d/368/ea/A,bw/so/yes/yes/m/244/ea/U,0.52
bo/st/no/no/d/368/ea/A,bw/st/yes/no/m/210/nc/U,0.41
bo/st/no/no/d/368/ea/A,bw/mu/no/no/m/8/ea/A,0.58
bo/st/no/no/d/368/ea/A,bo/mu/yes/yes/m/821/il/A,0.64
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/479/ll/A,0.58
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/m/819/il/A,0.61
bo/st/no/no/d/368/ea/A,bw/mu/no/no/d/441/ll/U,0.55
bo/st/no/no/d/368/ea/A,bw/st/no/no/m/826/il/A,0.35
bo/st/no/no/d/368/ea/A,bo/st/no/no/m/228/nc/U,0.66
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/d/483/ll/U,0.38
bo/st/no/no/d/368/ea/A,bo/mu/no/yes/d/477/ll/U,0.58
bo/st/no/no/d/368/ea/A,bw/st/yes/no/m/645/fd/A,0.25
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/221/ll/A,0.54
bo/st/no/no/d/368/ea/A,bw/so/no/no/d/810/il/U,0.46
bo/st/no/no/d/368/ea/A,bw/mu/yes/no/d/448/ea/U,0.57
bo/st/no/no/d/368/ea/A,bw/st/no/yes/m/828/il/A,0.52
bo/st/no/no/d/368/ea/A,bo/st/no/no/m/226/ea/U,1.0
bo/st/no/no/d/368/ea/A,bo/so/yes/no/d/642/fd/A,0.25
bo/st/no/no/d/368/ea/A,bw/st/yes/yes/d/484/ea/U,0.51
bo/st/no/no/d/368/ea/A,bo/st/yes/yes/m/219/ll/U,0.54
bo/st/no/no/d/368/ea/A,bw/mu/yes/yes/m/817/il/A,0.62
bo/mu/no/yes/m/191/ll/A,bw/mu/no/no/d/296/ea/A,0.6
bo/mu/no/yes/m/191/ll/A,bo/so/no/yes/d/606/fd/U,0.04
bo/mu/no/yes/m/191/ll/A,bw/so/no/yes/m/262/ea/U,0.42
bo/mu/no/yes/m/191/ll/A,bo/st/yes/yes/d/853/il/A,0.59
bo/mu/no/yes/m/191/ll/A,bw/st/yes/no/d/639/fd/A,0.23
bo/mu/no/yes/m/191/ll/A,bw/mu/no/yes/d/601/fd/U,0.49
bo/mu/no/yes/m/191/ll/A,bo/st/no/no/d/854/il/A,0.59
bo/mu/no/yes/m/191/ll/A,bw/mu/yes/no/d/637/fd/A,0.5
bo/mu/no/yes/m/191/ll/A,bo/so/no/no/d/862/il/A,0.36
bo/mu/no/yes/m/191/ll/A,bo/mu/no/yes/m/608/fd/U,0.57
bo/mu/no/yes/m/191/ll/A,bo/so/yes/yes/d/630/fd/A,0.35
bo/mu/no/yes/m/191/ll/A,bo/st/yes/no/m/831/il/A,0.57
bo/mu/no/yes/m/191/ll/A,bw/mu/no/yes/d/456/nc/U,0.64
bo/mu/no/yes/m/191/ll/A,bo/st/no/no/d/664/fd/A,0.5
bo/mu/no/yes/m/191/ll/A,bo/st/no/yes/m/238/ea/U,0.6
bo/mu/no/yes/m/191/ll/A,bw/so/no/yes/m/836/il/A,0.43
bo/mu/no/yes/m/191/ll/A,bw/st/no/no/d/663/fd/A,0.23
bo/mu/no/yes/m/191/ll/A,bw/so/yes/yes/d/809/il/U,0.43
bo/mu/no/yes/m/191/ll/A,bw/st/yes/no/m/207/ll/U,0.39
bo/mu/no/yes/m/191/ll/A,bo/mu/no/yes/d/800/il/U,0.71
bo/mu/no/yes/m/191/ll/A,bo/st/yes/no/m/231/ll/U,0.53
bo/mu/no/yes/m/191/ll/A,bw/mu/no/yes/m/655/fd/A,0.49
bo/mu/no/yes/m/191/ll/A,bo/mu/no/no/d/467/ll/A,0.87
bo/mu/no/yes/m/191/ll/A,bo/st/yes/no/d/807/il/U,0.57
bo/mu/no/yes/m/191/ll/A,bw/st/yes/no/m/209/ll/A,0.39
bo/mu/no/yes/m/191/ll/A,bo/mu/yes/yes/d/460/ea/U,0.69
bo/mu/no/yes/m/191/ll/A,bo/st/no/yes/d/652/fd/A,0.56
bo/mu/no/yes/m/191/ll/A,bo/so/no/no/m/838/il/A,0.36
bo/mu/no/yes/m/191/ll/A,bw/so/yes/no/m/255/ll/U,0.27
bo/mu/no/yes/m/191/ll/A,bw/mu/yes/yes/m/631/fd/A,0.53
bo/mu/no/yes/m/191/ll/A,bo/so/no/yes/d/864/il/A,0.39
bo/mu/no/yes/m/191/ll/A,bo/so/yes/yes/m/636/fd/A,0.35
bo/mu/no/yes/m/191/ll/A,bw/so/no/yes/d/404/ea/A,0.42
bo/mu/no/yes/m/191/ll/A,bw/so/no/no/m/252/nc/U,0.43
bo/mu/no/yes/m/191/ll/A,bo/so/yes/no/d/863/il/A,0.46
bo/mu/no/yes/m/191/ll/A,bw/st/no/yes/m/609/fd/U,0.33
bo/mu/no/yes/m/191/ll/A,bw/mu/yes/yes/d/290/ea/A,0.6
bo/mu/no/yes/m/191/ll/A,bw/so/no/yes/m/264/nc/U,0.44
bo/mu/no/yes/m/191/ll/A,bo/so/yes/no/m/600/fd/U,0.23
bo/mu/no/yes/m/191/ll/A,bo/st/yes/no/d/855/il/A,0.57
bo/mu/no/yes/m/191/ll/A,bw/mu/yes/yes/d/435/ll/U,0.8
bo/mu/no/yes/m/191/ll/A,bw/mu/no/yes/m/607/fd/U,0.49
bo/mu/no/yes/m/191/ll/A,bw/so/no/yes/m/263/ll/A,0.32
bo/mu/no/yes/m/191/ll/A,bw/st/no/yes/d/852/il/A,0.47
bo/mu/no/yes/m/191/ll/A,bo/mu/yes/no/d/638/fd/A,0.62
bo/mu/no/yes/m/191/ll/A,bw/st/yes/no/m/208/ea/U,0.33
bo/mu/no/yes/m/191/ll/A,bo/st/no/no/d/806/il/U,0.59
bo/mu/no/yes/m/191/ll/A,bw/so/no/yes/d/653/fd/A,0.3
bo/mu/no/yes/m/191/ll/A,bo/mu/yes/yes/d/461/ll/A,0.85
bo/mu/no/yes/m/191/ll/A,bo/so/yes/no/m/839/il/A,0.46
bo/mu/no/yes/m/191/ll/A,bo/st/no/yes/m/237/ll/U,0.64
bo/mu/no/yes/m/191/ll/A,bw/st/yes/no/d/495/ll/U,0.39
bo/mu/no/yes/m/191/ll/A,bo/mu/yes/yes/d/459/ll/U,0.85
bo/mu/no/yes/m/191/ll/A,bw/st/yes/yes/d/801/il/U,0.45
bo/mu/no/yes/m/191/ll/A,bw/st/no/no/d/492/nc/U,0.38
bo/mu/no/yes/m/191/ll/A,bo/mu/no/no/d/466/ea/U,0.67
bo/mu/no/yes/m/191/ll/A,bo/so/no/yes/d/654/fd/A,0.04
bo/mu/no/yes/m/191/ll/A,bo/so/yes/yes/m/837/il/A,0.52
bo/mu/no/yes/m/191/ll/A,bo/st/no/yes/m/239/ll/A,0.64
